oldcode,state,povrate60,mort_age59_related_postHS,mort_age59_injury_postHS,mort_age59_all_postHS,mort_age25plus_related_postHS,mort_age25plus_injuries_postHS,mort_age59_related_preHS,mort_wh_age59_related_postHS,mort_bl_age59_related_postHS,census1960_pop,census1960_pctsch1417,census1960_pctsch534,census1960_pctsch25plus,census1960_pop1417,census1960_pop534,census1960_pop25plus,census1960_pcturban,census1960_pctblack,census1990_pop,census1990_pop1824,census1990_pop2534,census1990_pop3554,census1990_pop55plus,census1990_pcturban,census1990_pctblack,census1990_percapinc
26072,26,62.59502,0,17.2958,17.2958,137.7362,134.9396,8.834702,0,0,32201,73.8,0.5453911,17.8,3126,15763,14641,17.4,0,20928,0.0857225,0.1456422,0.2316514,0.2448394,0,0.15658448,9034
26073,26,31.9477,3.035178,21.24624,33.38696,123.1436,89.34711,0,3.095592,0,30345,86.7,0.5508769,36.2,2213,13228,17254,30.2,0.5,44445,0.0915964,0.1477782,0.2536168,0.2402295,0.140105749,0.003509956,11136
26074,26,37.57999,0,26.25361,26.25361,163.1109,87.29879,16.88619,0,0,22174,93,0.6514372,47.2,1339,9915,12477,35.1,0,21709,0.2329909,0.1315583,0.1867889,0.225114,0,0.007278087,9268
26075,26,51.93146,0,0,0,145.2924,117.9602,0,0,0,10136,89.3,0.5739464,21,805,3915,5889,0,0,9470,0.074868,0.1194298,0.2493136,0.3171067,0,0.00063358,7622
26076,26,37.14078,0,9.283327,9.283327,143.8133,110.6256,0,0,,11053,83.9,0.5277181,19.4,799,4654,6052,0,0.1,12018,0.1060077,0.1515227,0.2239973,0.2383092,0,0.003577966,10032
26077,26,52.38928,0,17.3913,34.78261,143.9924,120.2975,0,0,,6864,85.5,0.585786,20.1,557,2786,3989,0,0,8598,0.0616422,0.1178181,0.2423819,0.3460107,0,0,8611
26078,26,62.97789,0,24.30724,36.46087,146.9001,148.8501,10.65644,0,0,38004,81.7,0.5587325,17.6,3551,18746,18232,32.5,26.9,21921,0.0890926,0.1344373,0.2119429,0.2559646,0,0.256192692,7709
26079,26,36.48815,7.179782,7.179782,35.89891,92.57562,73.28904,0,7.215007,0,14781,85.3,0.5687988,17.9,1069,6410,8066,34.9,0.1,16648,0.083073,0.1451225,0.2253724,0.2663383,0,0.002102355,10370
26080,26,28.26674,7.19761,14.39522,35.98805,153.9232,91.681,5.125051,7.573462,0,35420,85.5,0.4862995,37.2,2056,14452,20859,68,5,35437,0.0861811,0.1583938,0.2339645,0.2608009,0,0.03391935,11010
26081,26,32.5816,0,12.19711,16.26281,157.6671,90.54153,14.86105,0,0,25426,85.3,0.6047428,35.4,1536,12693,13047,43.8,0.6,35248,0.1528881,0.1501645,0.2324104,0.2229346,0,0.016511575,10531
26082,26,35.46789,6.482141,25.92857,45.37499,181.954,92.29552,32.34153,6.95507,0,17065,89.1,0.5076854,33.4,1045,6701,10029,41.5,7.8,15969,0.0743315,0.1400213,0.2387751,0.2720897,0,0.054981527,9887
26084,26,43.92852,7.021979,14.04396,49.15385,123.2047,90.12957,0,7.067637,,13839,88.9,0.606113,31.2,888,5202,8730,25.5,0,21826,0.1407496,0.135389,0.2169431,0.2607441,0,0.002611564,8873
26085,26,33.63843,0,35.38779,53.08169,80.30135,81.35794,5.188875,0,0,47215,47,0.1962869,44.4,3182,33288,14722,0,6,41307,0.1744256,0.2121916,0.2059457,0.1227637,0,0.136175467,9159
26086,26,51.56318,0,43.7541,65.63115,168.4383,102.4287,0,0,,6899,71.5,0.4385408,28.8,503,2522,4560,0,0,5079,0.0700925,0.1204962,0.2242567,0.3599134,0,0,9025
26087,26,28.11375,0,41.841,55.78801,171.4816,80.49135,0,0,0,8053,89.5,0.5704446,33.5,581,3194,4922,1.1,2.6,8476,0.0731477,0.1383907,0.2599103,0.2630958,0,0.015101463,10554
26088,26,30.57927,0,26.68374,48.03074,170.0784,99.11045,8.716876,0,0,22095,85.1,0.5490438,34.1,1275,8105,14061,59.8,5.1,24370,0.0913008,0.1647928,0.240952,0.2498153,0,0.074846122,10855
26089,26,25.63301,5.458515,5.458515,38.20961,146.1334,99.16197,0,5.59159,0,16062,91.8,0.5431716,32.3,1000,6451,9821,29,2.2,21971,0.0757362,0.1526558,0.2602066,0.225388,0,0.014246052,11213
26090,26,49.8835,0,0,0,144.313,104.3494,0,0,,5150,87.7,0.6233184,19.6,473,2230,2882,0,0,6661,0.0752139,0.1373668,0.245909,0.2793875,0,0.000300255,8667
26091,26,57.44408,0,0,0,214.3544,107.1772,0,0,,9343,83.6,0.572621,16.2,739,3594,5455,0,0,12303,0.0781923,0.1268796,0.2273429,0.2987076,0,0,7295
26093,26,47.82911,0,0,15.33978,167.3091,141.0645,0,0,0,8671,91.5,0.5943983,26.4,574,2892,5522,0,0.4,8457,0.068464,0.1182452,0.2199361,0.3633676,0,0.001537188,9097
26094,26,29.5232,5.804336,17.41301,34.82602,196.1139,100.0883,0,5.842316,0,36418,89.1,0.5522615,29.7,2453,15145,21793,36.6,0.5,48904,0.0933053,0.1625021,0.2365451,0.2535785,0,0.019793882,9585
26096,26,24.59961,3.49406,23.92087,42.19749,191.3106,141.2667,5.552779,2.671957,4.090463,753568,82.3,0.488635,26.3,37124,306732,450731,100,28.6,396685,0.1028423,0.1835789,0.2090954,0.2521321,1,0.473915071,10798
26097,26,26.12272,7.670476,15.34095,61.36381,95.66823,112.3546,11.39212,7.714263,0,12245,86.3,0.536431,20.8,823,5531,6369,36.7,0.6,16037,0.0828085,0.156326,0.2426264,0.2402569,0,0.003429569,10775
26098,26,27.67084,5.360781,10.72156,32.16468,159.0966,109.4537,0,5.627145,0,24903,82.5,0.5362189,32.6,1507,10050,15788,49.1,5.4,23523,0.0990095,0.1453896,0.2321133,0.2728819,0,0.055222548,10624
26099,26,46.93097,0,25.94707,51.89413,152.2248,131.733,0,0,,5002,84.6,0.5446276,35.6,334,1759,3272,0,0,4236,0.0712937,0.1303116,0.2242682,0.3262512,0,0,9059
26100,26,34.45131,0,45.58924,68.38386,167.6597,123.8103,0,0,,6528,85.1,0.5265619,34.5,392,2353,4144,0,0.1,4822,0.0673994,0.1341767,0.2196184,0.325591,0,0.002488594,8581
26101,26,37.76123,0,19.7891,28.27015,118.1751,94.71071,0,0,0,32731,83,0.5378507,26.2,2479,15363,17238,50.5,9.7,39376,0.0883025,0.155704,0.2467493,0.2239181,0,0.088531085,9907
26102,26,56.29004,14.19849,28.39699,56.79398,168.7201,125.5591,24.65483,14.19849,,6872,78.6,0.532967,17.8,619,3094,3931,0,0,7613,0.079338,0.1468541,0.2439249,0.2640221,0,0.000262709,7720
26103,26,34.2003,0,70.08936,87.6117,153.1559,99.10088,0,0,0,9317,90.6,0.5392095,36.8,530,3188,5865,0,2.1,6942,0.0594929,0.1358398,0.2167963,0.3292999,0,0.009939499,9545
26104,26,48.22536,0,22.08871,35.34193,146.8007,95.73959,0,0,0,29605,83.1,0.5353999,21.1,2576,13743,15840,18.7,6.8,28895,0.0801869,0.1408202,0.2475169,0.275757,0,0.013877834,9644
26105,26,42.69717,19.62901,9.814506,49.07253,106.5439,80.8592,22.52252,19.79414,,8308,76,0.4953161,22,612,3416,4843,0,0,19078,0.0712339,0.1185659,0.2428452,0.3534962,0,0,11173
26106,26,39.64244,0,38.94081,58.41122,196.6912,132.3529,24.05002,0,,8698,91.2,0.5399936,32.2,580,3113,5774,0,0,6326,0.0799874,0.1174518,0.2300032,0.3564654,0,0,9193
26107,26,46.68357,0,16.7308,33.4616,125.7439,95.0224,19.29012,0,,10162,82.4,0.5369399,35,711,4196,6176,0,0,25561,0.1014045,0.1258949,0.229412,0.3375455,0,0.000899808,11198
26108,26,43.01273,0,42.31141,48.3559,152.4842,103.3424,9.827044,0,0,18055,86,0.5361606,24.6,1421,7522,10187,0,0,21476,0.0749674,0.1374092,0.2422704,0.2774725,0,0.000372509,8507
26109,26,33.31312,0,20.43875,40.8775,195.3499,103.9409,10.94331,0,0,20613,89.1,0.5576448,32.3,1190,7286,13635,41,0.1,19041,0.0922746,0.1375978,0.238748,0.2698388,0,0.004411533,9587
26110,26,26.17513,0,25.33784,42.22973,104.1565,74.86248,40.20909,0,0,8794,83.9,0.5062965,27.1,545,3494,5279,0,4.1,19534,0.0750486,0.1627419,0.2491553,0.2287806,0,0.022627214,11640
26111,26,45.95241,0,46.02462,51.7777,174.5082,117.3083,0,0,0,14693,74.5,0.5410216,14.9,1170,6911,7136,19.6,0.9,20380,0.0941119,0.1607458,0.2438665,0.2036801,0,0.017713445,7650
26112,26,60.09212,0,59.02491,82.63487,216.4133,115.4204,20.52545,0,0,8467,72,0.5503374,18.4,719,3556,5082,0,0,11543,0.0792688,0.1255306,0.2302694,0.3262583,0,0.000173265,8434
26113,26,47.65557,11.11543,5.557717,50.01945,122.6735,71.49182,0,11.1576,,13804,82.5,0.5426398,25.6,1025,5652,8102,0,0.1,23753,0.0929988,0.1587589,0.2507052,0.2136572,0,0.009009388,9116
26114,26,40.97735,47.14757,0,94.29514,247.6561,75.18132,0,47.14757,,4207,95.5,0.5638736,38.8,268,1456,2503,0,0,2440,0.0680328,0.1192623,0.2045082,0.3741803,0,0,8475
26115,26,48.68207,0,61.11069,76.38836,196.4729,96.34731,12.53133,0,0,14202,84.9,0.540424,23.2,1041,5801,8404,22.4,0.6,16758,0.0768588,0.1395751,0.2261606,0.2749732,0,0.002207901,7692
27001,27,20.44492,0,14.81481,14.81481,187.1184,157.5734,0,0,,7106,95.5,0.6219909,45.7,373,3074,4096,51.3,0,8424,0.1064815,0.1487417,0.2514245,0.2089269,0,0.001899335,10376
27002,27,34.61918,0,33.01147,57.77008,147.2261,187.3787,13.26964,0,,10240,90.6,0.5631589,34.4,767,5027,4736,27.9,0.1,11337,0.0878539,0.1547146,0.245303,0.1453647,0,0.001411308,7148
27003,27,34.65196,0,28.87253,43.30879,146.2345,185.2303,0,0,0,8048,95.5,0.58318,38.8,605,3805,4067,0,2,6728,0.0717895,0.1404578,0.2317182,0.2178954,0,0.000297265,8290
27004,27,24.29765,0,0,0,106.1303,116.2379,0,0,,2702,0,0.7409241,44.1,196,1212,1495,0,0,3318,0.0557565,0.136528,0.2597951,0.2619048,0,0,10125
27005,27,23.24582,0,31.86235,31.86235,146.7832,104.3398,0,0,,8397,98.2,0.6546806,40.6,641,3365,4953,0,0,8080,0.0356436,0.1237624,0.2654703,0.3049505,0,0.000618812,10727
27006,27,27.59051,0,0,0,143.8734,119.8945,0,0,,2421,0,0.5375323,37.7,177,1159,1351,0,0,1503,0.0558882,0.1397206,0.2541583,0.2927478,0,0,10670
27008,27,18.46997,0,19.90446,39.80892,131.5887,96.82945,0,0,,7536,98,0.5838885,52,451,3302,3924,0,0,5452,0.0522744,0.1388481,0.246515,0.280631,0,0,11290
27009,27,20.32288,0,0,9.203018,199.8125,98.67285,11.39991,0,,13492,90.3,0.5191574,45.1,942,6029,7166,73.1,0.1,11697,0.0614688,0.1461058,0.2425408,0.2648542,0,0.001367872,10310
27010,27,29.99196,0,0,0,166.6246,131.28,0,0,,3731,84.5,0.5753101,38,278,1693,2040,0,0,2266,0.0428067,0.1041483,0.2555163,0.3406884,0,0,9963
27011,27,20.01818,0,9.116601,9.116601,83.53497,90.73626,0,0,,12158,91.9,0.5237164,44,832,6135,5984,57.3,0,9505,0.069858,0.1417149,0.2581799,0.2508154,0,0,10629
27012,27,19.97916,8.823789,35.29515,52.94273,168.2353,110.2624,8.250825,9.080178,0,18402,92.8,0.5512952,39.9,1204,7798,10645,64.7,0.5,10278,0.0834793,0.126581,0.2489784,0.306188,0,0.002043199,9444
27013,27,22.79245,0,80.94981,80.94981,157.8902,64.00956,34.01361,0,,3980,89.9,0.5320248,37.8,260,1936,2014,0,0,3103,0.0499517,0.1456655,0.241057,0.2620045,0,0,10308
27014,27,23.71851,0,36.85277,64.49236,202.4625,117.7108,0,0,0,14339,90.1,0.5764516,48.8,915,6200,7740,52.8,0.1,12083,0.0496565,0.1344037,0.240917,0.3032359,0,0.000413805,10995
27015,27,17.01123,2.262853,22.62853,45.25706,109.0147,103.2092,8.571183,2.301867,0,33363,90.7,0.5525326,45.3,2224,14629,18124,39.8,0.1,59218,0.0636293,0.1477422,0.2891351,0.21637,0,0.000945658,11718
27016,27,18.32405,0,19.97603,29.96404,122.8709,77.46209,6.510417,0,0,26884,94.8,0.6717551,59.5,1486,13429,12798,51.3,0.1,50463,0.1765848,0.1772586,0.2525217,0.1503676,0,0.00158532,12252
27017,27,32.01947,0,0,0,237.7469,128.0176,0,0,,2074,0,0.5005348,41.1,141,935,1048,0,0,1589,0.0446822,0.1371932,0.2410321,0.2674638,0,0,9843
27018,27,36.44568,18.24651,72.98604,109.4791,145.4714,229.7787,0,40.26575,0,11752,88.2,0.5374336,44,779,5837,5453,39.2,0.2,12121,0.0776339,0.1650854,0.2211864,0.1652504,0,0.000495009,7458
27019,27,32.93904,0,115.7407,115.7407,45.71777,152.3926,0,0,,1099,0,0.6007677,48,87,521,689,0,0,912,0.0701754,0.131579,0.2313596,0.3015351,0,0,8505
27020,27,16.53961,0,40.93328,40.93328,110.2961,104.7813,0,0,,3050,95.7,0.5639396,46.3,218,1259,1719,0,0,2548,0.061617,0.1279435,0.272763,0.277865,0,0,10049
27022,27,25.73134,0,46.68534,77.8089,126.1623,105.1353,0,0,,4233,72.6,0.4497302,35,379,2039,2352,0,0.1,7939,0.0593274,0.1452324,0.3219549,0.1801234,0,0.000251921,13233
27023,27,22.049,0,0,0,84.46422,129.5118,0,0,,3173,98.5,0.5591078,56.6,221,1345,1701,0,0,2282,0.0486415,0.1397897,0.2703769,0.2835232,0,0,12060
27024,27,30.51216,0,48.07981,78.12969,161.5311,153.6729,11.21579,0,0,12546,91.8,0.6042441,41.4,1011,5655,7225,0,0.1,21041,0.0709567,0.1319329,0.245188,0.2499406,0,0.000285158,9274
27026,27,15.8871,0,49.75124,49.75124,121.6627,135.1808,0,0,,2500,0,0.498471,51.2,183,1308,1305,0,0,2295,0.0522876,0.1546841,0.232244,0.2501089,0,0.001742919,10544
27027,27,15.70413,0,39.90878,51.31129,98.02721,103.6826,10.54185,0,0,12598,85.3,0.5077223,40.3,844,6151,6234,22.6,0,17481,0.0622962,0.136205,0.2939191,0.2116012,0,0.000171615,9813
27028,27,32.65113,0,36.33721,72.67442,71.62469,71.62469,0,0,,3176,95.8,0.5848697,44.1,229,1573,1723,0,0,2276,0.0593146,0.1362039,0.2425308,0.2732865,0,0.000878735,9347
27029,27,27.03177,0,161.1789,184.2045,136.0793,183.1837,0,0,,5332,93.1,0.657156,45.6,367,2173,3033,0,0,5989,0.06729,0.1367507,0.2714978,0.2751712,0,0,10718
27030,27,23.77707,0,0,0,150.8813,137.1648,0,0,,2571,0,0.5261261,39.8,168,1110,1475,0,0.2,1819,0.0544255,0.1396372,0.255635,0.2842221,0,0,9201
27033,27,21.77704,0,54.89981,54.89981,155.7374,115.9747,0,0,0,4865,91.8,0.5563798,44,310,2022,2809,58.1,0.1,4106,0.0603994,0.1108134,0.264491,0.3129567,0,0,8941
27034,27,16.37132,0,9.673051,9.673051,160.6974,99.42426,0,0,0,13399,92.1,0.5688425,45.9,908,5745,7595,62.5,0.1,14562,0.0506799,0.1511468,0.2926109,0.2493476,0,0.005905782,11378
27035,27,22.16097,0,0,0,70.90523,47.27015,0,0,,910,0,0.5943878,49.8,62,392,514,0,0,519,0.0789981,0.1368015,0.2697495,0.2427746,0,0,9876
27036,27,27.44677,0,43.18722,43.18722,120.0084,162.0113,0,0,,6078,71.9,0.4673348,36.2,388,2694,3254,0,0,5163,0.0598489,0.1518497,0.2405578,0.2434631,0,0.000581058,10793
27037,27,24.46852,0,62.6076,62.6076,179.1777,108.4496,0,0,,7391,90,0.5425589,47.4,577,3736,3810,34.8,0,6433,0.0615576,0.150785,0.2230686,0.2585108,0,0.002953521,9811
27038,27,21.26971,0,0,0,101.6131,139.718,0,0,,2473,0,0.5046414,39.9,149,1185,1337,0,0,2090,0.0674641,0.1311005,0.2578947,0.2703349,0,0,12722
27039,27,16.78583,0,16.38002,16.38002,146.5896,114.2537,0,0,,7139,96.5,0.5278689,42,387,3050,4092,66.9,0.2,6620,0.0971299,0.1466767,0.3001511,0.2293051,0,0,9978
27040,27,30.72113,0,126.2626,126.2626,87.82435,71.85629,0,0,,2399,94.9,0.6067828,38.7,193,1091,1228,0,0,1383,0.044107,0.0968908,0.253073,0.3687636,0,0,8497
27041,27,29.85797,0,55.56173,55.56173,127.3988,103.237,0,0,0,12501,94,0.6172935,45,988,5158,7140,0,0,25010,0.0602959,0.1184326,0.2796082,0.2669732,0,0.000719712,10130
27042,27,26.4681,0,18.73712,18.73712,129.2695,113.4699,0,0,,10673,85.5,0.5316302,41,791,4932,5381,43.5,0,10716,0.0623367,0.1583613,0.2445875,0.2180851,0,0.000653229,10091
27043,27,37.37109,9.140768,63.98537,91.40768,166.978,188.4702,0,0,0,11504,91.4,0.5498713,39.7,838,5825,5593,30.6,0.1,10999,0.073734,0.1636512,0.2234749,0.1849259,0,0.001181926,7751
27044,27,34.08019,0,18.33181,27.49771,168.9527,192.5697,22.76867,0,0,5988,92.5,0.533612,40.7,453,2871,3193,0,0.1,10505,0.0755831,0.1585912,0.2730128,0.1290814,0,0.001142313,10415
27045,27,18.49159,0,63.41154,88.77615,110.0249,156.9207,0,0,0,7083,97.5,0.5712831,41.9,490,2946,3940,0,0,8669,0.056754,0.127235,0.2692352,0.2601223,0,0.000692121,9459
27046,27,23.19209,0,0,0,167.9104,111.9403,0,0,,6687,94.9,0.5997277,40.6,431,2938,3515,0,0.1,4732,0.0401522,0.125317,0.2432375,0.3269231,0,0,10001
27047,27,20.49432,2.873316,20.11321,31.60647,178.2579,136.1102,0,2.94655,0,47664,93.1,0.5779471,42.3,2949,19417,26588,86.4,0.2,33941,0.0895967,0.1454288,0.2498453,0.2653723,0,0.000324092,11364
27049,27,27.73652,0,0,0,144.0014,108.0011,0,0,,3109,86,0.5491803,41.5,216,1342,1952,0,0,3154,0.0409004,0.1182625,0.2631579,0.3103995,0,0,10838
27050,27,20.85856,0,108.2837,126.331,127.5895,104.3914,0,0,,7329,96.6,0.6212437,46.8,514,3361,3883,0,0,6271,0.0554935,0.1290065,0.2486047,0.2723649,0,0,10772
27052,27,24.97972,0,98.32841,98.32841,154.7117,126.5823,0,0,,1233,0,0.5432099,45.8,84,648,665,0,0,874,0.0640732,0.131579,0.2597254,0.2597254,0,0,10244
27053,27,19.99519,8.729813,43.64906,87.29813,119.9655,137.5214,0,10.03815,0,17217,92.5,0.441107,47.8,994,8889,8051,37.5,0.9,8239,0.0608083,0.1349678,0.2582838,0.2717563,0,0,10529
27054,27,21.55477,0,0,0,143.777,100.0188,0,0,,2967,91.6,0.5943396,47.7,205,1272,1756,0,0,2246,0.0627783,0.1193232,0.2341941,0.3107747,0,0,8656
27055,27,35.70537,0,0,0,158.8142,63.52568,0,0,,1602,0,0.6277562,40.7,121,771,897,0,0,1191,0.0520571,0.1351805,0.2292191,0.3064651,0,0,9338
28001,28,18.23159,0,8.526966,42.63483,138.3008,64.90653,12.03369,0,0,29247,94.2,0.5920779,47.4,1647,12017,17292,74,0.7,29625,0.1044388,0.1576371,0.2343966,0.2539747,0,0.004320675,12650
28002,28,40.20557,0,0,39.22081,142.6141,79.03916,0,0,,10227,93.9,0.614202,42.8,650,4098,5912,0,0,7965,0.0490898,0.136221,0.2166981,0.2901444,0,0.001632141,9221
28003,28,18.70287,0,215.0538,215.0538,106.8947,133.6184,0,0,,663,0,0.5544872,45.5,51,312,363,0,0,462,0.0627706,0.1493506,0.2532468,0.2878788,0,0,9094
28005,28,36.20072,0,0,0,147.5742,110.6807,0,0,,1116,0,0.6046512,54.9,71,430,580,0,0,675,0.0651852,0.1348148,0.2488889,0.28,0,0.001481482,9681
28006,28,37.41444,0,16.34788,32.69577,137.0001,96.70596,0,0,,9115,92.7,0.6257128,37.1,595,3858,5126,0,0,6667,0.0535473,0.1388931,0.2102895,0.3058347,0,0.000899955,10062
28007,28,19.82684,9.145783,27.43735,36.58313,165.5085,98.51699,0,9.528347,0,11610,94,0.5855426,49,816,5243,6376,67.1,0.3,13130,0.0571973,0.1670983,0.2460777,0.2118812,0,0.000380807,11880
28008,28,48.59198,0,0,0,186.3663,41.41473,0,0,,4881,96.5,0.6381963,36,351,1885,2532,0,0,2835,0.037037,0.1132275,0.2176367,0.3622575,0,0,8979
28009,28,29.51671,28.80184,0,57.60369,162.4723,89.87832,0,29.03601,,4483,95.1,0.5844504,45.1,300,1865,2642,0,0,3657,0.0484003,0.1266065,0.2335247,0.3199344,0,0,9209
28010,28,27.14013,3.655906,25.59134,36.55906,139.7123,88.15796,0,3.677282,0,26015,91.7,0.6668077,46.3,1795,11816,14492,54.2,0.1,37447,0.1889337,0.1531765,0.2085347,0.1918979,0,0.003578391,11190
28011,28,30.08216,0,14.98576,14.98576,208.2099,83.28395,0,0,,10377,95.9,0.630814,44.9,663,4128,6125,0,0,7868,0.0474072,0.1293848,0.2289019,0.3279105,0,0.003050331,10030
28012,28,36.37543,0,52.97312,52.97312,152.73,87.50159,0,0,0,10904,96.5,0.635804,39.1,706,4061,6154,0,0,8601,0.0625509,0.1325427,0.2221835,0.304732,0,0.00313917,11662
28013,28,24.84615,5.286251,15.85875,26.43125,95.4823,80.08193,0,5.33561,0,17660,90.7,0.5343329,46.3,1081,7937,10006,35,0,21318,0.0790881,0.1604747,0.2541983,0.2187822,0,0.000656722,11792
28014,28,40.93935,0,0,18.63238,139.9752,83.6965,0,0,0,13889,95,0.6208264,36.5,962,6050,6807,0,0,10131,0.0599151,0.1367091,0.2054091,0.2874346,0,0.000789656,8978
28015,28,25.85895,0,0,0,190.7455,131.5487,0,0,0,4449,98.6,0.6066482,45.6,299,1805,2527,0,0,4381,0.0518147,0.1317051,0.2387583,0.2903447,0,0.000684775,10011
28016,28,23.85693,0,17.07359,17.07359,173.2679,111.0692,19.24557,0,,8176,94.2,0.5324367,44.5,597,3792,4439,35,0.1,6307,0.0474076,0.1498335,0.2457587,0.2704931,0,0.001268432,10758
28018,28,31.79348,0,0,0,158.8416,55.40985,0,0,0,8917,89.2,0.6302521,46.7,601,3451,5261,0,0,7123,0.0560157,0.1385652,0.2389443,0.2936965,0,0,10511
28019,28,32.9649,0,0,0,198.0078,101.2712,0,0,,9823,96.5,0.5780475,33.1,580,3626,5988,32.3,0.1,9139,0.065215,0.1526425,0.2052741,0.2987198,0,0.000547106,10180
28020,28,32.97539,9.442871,0,28.32861,154.4525,55.92245,12.10361,9.450903,0,12935,93.6,0.5826368,32.1,813,5264,7072,23.5,0,10117,0.0576258,0.1375902,0.2161708,0.3075022,0,0,10171
28021,28,33.4399,0,17.75883,26.63825,164.3267,87.29857,10.15641,0,,16407,97,0.6422275,42.3,1161,6806,9744,21.1,0,12270,0.0508557,0.1241239,0.2281989,0.3272209,0,0,11116
28022,28,19.64459,0,12.00048,30.0012,172.2418,92.42241,0,0,0,12432,91.7,0.609145,41.4,831,5708,6241,59.2,1.2,16742,0.0922232,0.1753673,0.2377255,0.1932863,0.652251822,0.007287063,10635
28023,28,25.27995,0,0,14.39678,204.2846,108.3597,0,0,0,9836,94.1,0.6410846,49,594,4352,5226,53.3,0.1,9021,0.1785833,0.1232679,0.2045228,0.237446,0,0.001662787,9357
28024,28,25.21569,5.120066,30.72039,66.56085,116.234,71.7494,7.817386,5.1488,0,19637,95.5,0.5894017,45.9,1361,8624,10880,60.8,0.1,19940,0.0683049,0.1360582,0.2486961,0.2688064,0,0.00105316,10849
28025,28,16.91358,0,0,0,151.1758,156.7749,0,0,,3240,96.4,0.6454902,50.4,200,1275,1823,0,0,2237,0.0455968,0.1412606,0.213679,0.3303531,0,0.000894055,10434
28026,28,32.11459,0,16.16031,16.16031,114.0082,109.7857,0,0,,8099,87,0.5370929,41.2,556,3316,4689,0,0,6143,0.0623474,0.1281133,0.2275761,0.3008302,0,0.000325574,9074
28027,28,19.33003,0,6.69927,30.14671,127.4939,84.41573,4.889019,0,0,33466,95.5,0.5797869,48.5,1955,14733,18153,60.7,0,34500,0.0888696,0.1436522,0.233942,0.2728986,0,0.001478261,11638
28029,28,32.51109,0,48.00768,48.00768,445.5422,82.32845,0,0,,3647,80.1,0.4986577,38.7,253,1490,2130,0,0,2582,0.0553834,0.1270333,0.2265685,0.3361735,0,0,10894
28030,28,31.58062,0,32.144,48.21601,219.2982,98.06019,0,0,0,9613,92,0.6142669,46.2,621,3785,5678,0,0.1,7103,0.0504012,0.1369844,0.2286358,0.3197241,0,0,11961
28031,28,37.35546,33.01419,0,33.01419,214.813,81.68946,0,33.34445,0,5370,95.8,0.5942383,39.5,368,2048,3437,0,0,3938,0.0446927,0.1244286,0.2239716,0.3735399,0,0.00253936,10968
28032,28,29.75975,0,0,0,143.3721,118.794,0,0,,4412,97.5,0.596747,46.6,284,1783,2539,0,0,3101,0.0557885,0.1270558,0.2512093,0.2837794,0,0.000644953,9611
28033,28,30.46835,0,0,0,205.5963,84.29449,0,0,,7828,98.4,0.5961732,45,513,2979,4769,0,0,5553,0.039078,0.1215559,0.2186206,0.3776337,0,0.001440663,9432
28034,28,27.38561,10.93075,10.93075,27.32688,147.3617,81.22298,0,11.00352,0,27390,83.5,0.5304145,38.7,1799,11146,16283,45.2,0.1,22794,0.0709836,0.1514872,0.2345354,0.300079,0,0.000219356,11099
28035,28,25.67372,0,50.32713,50.32713,110.7953,134.8813,0,0,,3482,97,0.5874745,43.7,252,1469,2022,0,0,2460,0.0528455,0.1227642,0.2337398,0.3573171,0,0,10135
28036,28,34.14275,0,0,51.4668,165.1917,70.79646,0,0,,2745,93.3,0.6180372,38.8,197,1131,1569,0,0,2141,0.0490425,0.1125642,0.2414759,0.3386268,0,0,9043
28037,28,26.31791,0,0,0,121.1387,114.4088,0,0,,2489,0,0.6907707,36.6,170,1051,1422,0,0,1928,0.0440871,0.1255187,0.25,0.3335062,0,0,11738
28038,28,21.71815,0,0,0,133.6228,100.2171,0,0,,1039,0,0.497807,50,54,456,562,0,0,769,0.0442133,0.1573472,0.2457737,0.2561769,0,0,10273
28039,28,46.20491,0,33.20053,33.20053,182.102,147.4159,0,0,,4580,100,0.6443753,40.3,319,1929,2542,0,0,3006,0.0445775,0.1230872,0.2125749,0.3093812,0,0,8595
28040,28,22.15816,0,15.93517,31.87033,156.1887,87.89841,4.192872,0,0,35399,91,0.5629371,47.9,2140,15444,20593,72,0.2,48925,0.081533,0.1629228,0.2414512,0.2287583,0,0.003536025,11526
28041,28,23.65074,0,12.14772,12.14772,134.3815,72.23006,0,0,,8804,96.9,0.6806633,42.8,558,3739,5040,29.6,0,8862,0.0577748,0.1462424,0.2452042,0.2576168,0,0.000225683,11103
28042,28,29.51375,0,30.81664,61.63328,167.677,64.49117,0,0,,5064,98,0.6288297,46.8,340,1991,3101,0,0,3810,0.0409449,0.1265092,0.2335958,0.3519685,0,0,9721
28043,28,29.39914,0,0,86.58009,140.0409,118.4962,0,0,,1864,0,0.6048951,50,139,858,1053,0,0,1222,0.0417349,0.1423895,0.2430442,0.301964,0,0,13871
28044,28,23.72569,0,180.6141,210.7164,186.9495,107.8555,0,0,0,4889,96.6,0.6227161,44.3,310,2025,2829,0,0,3750,0.052,0.1253333,0.2192,0.3168,0,0,10689
28045,28,40.52463,0,0,8.399126,135.1034,81.06203,0,0,,13855,96.7,0.5888795,42.3,904,5935,7658,23.2,0,12599,0.0574649,0.1491388,0.2188269,0.2715295,0,0.000238114,10164
28046,28,20.21997,0,0,0,116.0429,130.5483,135.5014,0,,1191,0,0.61079,53.3,105,519,608,0,0,793,0.0428752,0.110971,0.223203,0.3732661,0,0,9381
